company_name,company_url,company_description,yc_launch_date,company_presentation_file,gpt_wrapper_estimate_index
Untether Labs,https://untetherlabs.com,Untether Labs  Â·  Smart scheduling for digital clinics,"March 09, 2023",Untether Labs.txt,
CreatorML,https://creatorml.com/,CreatorML - ML-Powered Predictive Analytics for YouTube Creators,"March 09, 2023",CreatorML.txt,
Galaxy,https://galaxysdk.com,Galaxy ğŸ•¹ï¸ - Social multiplayer for games,"March 09, 2023",Galaxy.txt,
Avoca,https://www.avoca.ai/,Avoca â€“ AI-powered communications platform for SMBs,"March 09, 2023",Avoca.txt,
Feather,https://try-feather.com,Feather â€” Bloomberg Terminal for retail traders,"March 09, 2023",Feather.txt,
Keep,https://www.keephq.dev,Keep - Open source alerting CLI,"March 09, 2023",Keep.txt,
Honeydew,https://honeydew.ai,ğŸˆ Honeydew  - one truth to rule them all,"March 09, 2023",Honeydew.txt,
Sirdab,https://sirdab.co/en,Sirdab - Cloud warehousing & transportation services in MENA,"March 08, 2023",Sirdab.txt,
Trackstar,https://www.trackstarhq.com/,Trackstar â€“ Plaid for supply chain logistics,"March 08, 2023",Trackstar.txt,
Inboxbooster,https://www.inboxbooster.com,Inboxbooster: Get back to the inbox,"March 08, 2023",Inboxbooster.txt,
Hadrius,https://www.hadrius.com,Hadrius - SEC regulatory compliance powered by AI,"March 08, 2023",Hadrius.txt,
Gloo,https://www.trygloo.com/,Gloo: Empower LLMâ€™s with domain-specific knowledge,"March 08, 2023",Gloo.txt,
Persana AI,https://www.persana.ai/,ğŸ¯ğŸ“ˆ Persana AI - Sales copilot to boost productivity,"March 08, 2023",Persana AI.txt,
Palomma,http://www.palomma.com/,Palomma ğŸ•Šï¸ - Frictionless Pay by Bank for LatAm,"March 08, 2023",Palomma.txt,
Clueso,https://clueso.io,ğŸš€ Clueso : Create in-app tours that never go out-of-date,"March 08, 2023",Clueso.txt,
Stralis Aircraft,https://stralis.aero/,Stralis ğŸ›« - Emission free hydrogen electric aircraft,"March 07, 2023",Stralis Aircraft.txt,
Laudspeaker,https://laudspeaker.com/?ref=bf,Laudspeaker v1.1.0 open-source customer journey automation - a braze / iterable alternative,"March 07, 2023",Laudspeaker.txt,
Atri Labs,https://atrilabs.com,ğŸ§˜â€â™‚ï¸ Atri: The open-source Python web framework to create stunning apps,"March 07, 2023",Atri Labs.txt,
Mozart Data,http://www.mozartdata.com,Mozart Data Sonata - we set up and maintain world-class data infrastructure (ELT & Warehousing) for FREE,"March 07, 2023",Mozart Data.txt,
KURUKURU,https://kurukuru.xyz/,KURUKURU: 3D engine in the browser for comics creation,"March 07, 2023",KURUKURU.txt,
Paperplane,https://www.paperplane.ai/,Paperplane - Automatically update Salesforce after sales calls using NLP.,"March 07, 2023",Paperplane.txt,
Lume,https://www.lume.ai,Lume - No-code tool to create and maintain custom data integrations,"March 07, 2023",Lume.txt,
Diffuse Bio,http://diffuse.bio,ğŸ§ª âš›ï¸ Diffuse Bio: Generative AI for protein design,"March 06, 2023",Diffuse Bio.txt,
Coperniq,https://coperniq.io,ğŸ˜â˜€ï¸ Coperniq â€” Workflow software for solar & energy contractors,"March 06, 2023",Coperniq.txt,
Floworks,https://floworks.ai/,Floworks: Close more deals with CRMÂ on Slack,"March 06, 2023",Floworks.txt,
Pledge Health,https://www.pledge.health/,Pledge Health - Automated patient billing for healthcare clinics,"March 06, 2023",Pledge Health.txt,
Syncly,https://syncly.app/,ğŸš€ Syncly â€” AI customer feedback analytics that drives retention,"March 06, 2023",Syncly.txt,
Thread,http://www.usethread.io,Thread - Incident management for large enterprises,"March 06, 2023",Thread.txt,
FlexWash,https://www.flexwashtech.com/,ğŸš˜ğŸ’¦FlexWash - An operating system for car washes,"March 06, 2023",FlexWash.txt,
Planar,https://www.useplanar.com,âš¡Â Planar - Add 10x features to GitHub code review,"March 06, 2023",Planar.txt,
Sherloq,http://sherloqdata.io/,âš¡ğŸ” Sherloq: Collaborate and manage your SQL data with the power of Gen AI,"March 06, 2023",Sherloq.txt,
Koala Ops,https://koalaops.com/,Koala Ops - Kubernetes the easy way ğŸš€,"March 05, 2023",Koala Ops.txt,
PlayHT,https://play.ht/,PlayHT: The Generative AI voice platform,"March 05, 2023",PlayHT.txt,
Inri,https://goinri.com,Inri - Wealthfront for Indian expats,"March 04, 2023",Inri.txt,
Flower,https://flower.dev,Flower: Train AI on distributed data,"March 03, 2023",Flower.txt,
Dream3D,https://dream3d.com,Dream3D ğŸ˜ˆ - AI-powered 3D design,"March 03, 2023",Dream3D.txt,
MagnaPlay,https://magnaplay.com,MagnaPlay â€” AI-powered game translation,"March 03, 2023",MagnaPlay.txt,
Texel.ai,https://texel.ai,Texel: Optimizing AI and video pipelines,"March 03, 2023",Texel.ai.txt,
AiFlow,https://www.aiflow.solutions,AiFlow: LLMs for private equity diligence,"March 03, 2023",AiFlow.txt,
Psychic,https://www.psychic.dev,Psychic: Universal API for unstructured data,"March 02, 2023",Psychic.txt,
Ekho Dealer,https://www.ekhodealer.com,Ekho Dealer: Enabling manufacturers to sell their vehicles online,"March 02, 2023",Ekho Dealer.txt,
Yuma,https://yuma.ai,Yuma - ChatGPT for customer support,"March 02, 2023",Yuma.txt,
Electric Air,https://www.electricair.io/,âš¡Electric Air - Tesla for heat pumps,"March 02, 2023",Electric Air.txt,
Nebula,https://www.trynebula.com/,Nebula ğŸŒŒ - Understand & debug enterprise-scale codebases,"March 02, 2023",Nebula.txt,
Constant,https://useconstant.com,Constant â€” Earn 10%+ yields with top-tier private credit funds,"March 02, 2023",Constant.txt,
DAGWorks Inc.,https://dagworks.io/,DAGWorks: Avoid Machine Learning Pipeline horror stories ğŸ˜±,"March 02, 2023",DAGWorks Inc..txt,
Cerebrium,https://www.cerebrium.ai/,Cerebrium: An AWS Sagemaker alternative,"March 02, 2023",Cerebrium.txt,
Vooma,https://www.vooma.ai,ğŸš› Vooma - Backoffice automation for logistics,"March 02, 2023",Vooma.txt,
Milio,http://www.miliopay.com,Milio - B2B payments infrastructure for emerging markets,"March 02, 2023",Milio.txt,
Storyboarder,https://storyboarder.com,"Storyboarder - Create, buy, and sell webcomics","March 02, 2023",Storyboarder.txt,
Peeba,http://peeba.com/,ğŸš€ Peeba - Faire for Asia,"March 01, 2023",Peeba.txt,
Momentum Foods,http://www.momentumfoods.com,Momentum Foods,"March 01, 2023",Momentum Foods.txt,
Forfeit,https://www.forfeit.app/,ğŸ“± Forfeit App - Complete your habits or we take your money,"March 01, 2023",Forfeit.txt,
Cardinal,http://cardinalapp.io,â˜•ï¸ Cardinal - Enabling product teams to build measurable features,"March 01, 2023",Cardinal.txt,
Trigo,https://trigodata.com/,ğŸ  Trigo ğŸ  Rent data API for landlords and lenders,"March 01, 2023",Trigo.txt,
Parlan,https://parlan.io,Parlan - Spreadsheets that talk to your data warehouse,"March 01, 2023",Parlan.txt,
Intrinsic,https://withintrinsic.com,ğŸŒ” Intrinsic - Safety tooling for Trust & Safety teams,"March 01, 2023",Intrinsic.txt,
Luca,https://www.askluca.com/,Luca - Meet the pricing co-pilot for e-commerce businesses.,"March 01, 2023",Luca.txt,
Bluedot,https://thebluedot.co/,(ğŸŒ) Bluedot - Single payment solution for electric vehicle drivers and fleets,"March 01, 2023",Bluedot.txt,
Propify,https://getpropify.com,Propify: Plaid for Real Estate ğŸ¢,"March 01, 2023",Propify.txt,
Inkeep,https://inkeep.com,inkeep - Conversational search for your developer product ğŸ’¬ğŸ”,"March 01, 2023",Inkeep.txt,
Baselit,https://www.baselit.ai,âš¡ï¸ Baselit: AI copilot for analytics,"March 01, 2023",Baselit.txt,
Hammr,https://www.hammr.com,Hammr â€” Rippling for the construction industry ğŸ”¨,"March 01, 2023",Hammr.txt,
Mirio,https://www.mirio.org/,ğŸª„Â Mirio - Spin up personalized demos for your API product in minutes,"March 01, 2023",Mirio.txt,
Vocode,https://vocode.dev,ğŸ¤– Vocode: Open source voice AI on top of LLMs,"March 01, 2023",Vocode.txt,
Berry,https://berryapp.io/yc,"ğŸ“Â Berry - A Chrome extension that turns any web app multiplayer, like Figma","March 01, 2023",Berry.txt,
Rubbrband,https://rubbrband.com,Rubbrband: Train open-source ML models in a line of code,"March 01, 2023",Rubbrband.txt,
Nara,https://trynara.com,ğŸ”˜ Nara: The personalized nutritionist in your pocket,"March 01, 2023",Nara.txt,
PromptLoop,https://www.promptloop.com/,PromptLoop: AI with a simple spreadsheet formula,"February 28, 2023",PromptLoop.txt,
Kyber,https://askkyber.com,Kyber - ChatGPT for enterprise support,"February 28, 2023",Kyber.txt,
Jaldi,https://getjaldi.com/,ğŸ›’ğŸ¥­ Jaldi â€“ South Asian Groceries Delivered!,"February 28, 2023",Jaldi.txt,
Plutis,https://plutis.io,Plutis - Semantic search as a service,"February 28, 2023",Plutis.txt,
Pair AI,https://www.pairai.com/,Pair AI - Monetize your knowledge in a scalable way,"February 28, 2023",Pair AI.txt,
Cloudchipr,https://cloudchipr.com/,Cloudchipr streamlines the cloud operations,"February 28, 2023",Cloudchipr.txt,
Doctor Droid,https://drdroid.io/,Doctor Droid: Proactively detect issues before it impacts your customers,"February 28, 2023",Doctor Droid.txt,
Vellum,https://www.vellum.ai/,Vellum - Build production-worthy LLM applications,"February 28, 2023",Vellum.txt,
BuildJet,https://buildjet.com,"BuildJet - Change 1 line, get 2x faster & cheaper GitHub Action builds","February 28, 2023",BuildJet.txt,
Upfront,https://knowupfront.com,Upfront âš¡ï¸ - Turning rebates into instantly lower prices,"February 27, 2023",Upfront.txt,
Mendable,https://www.mendable.ai,ğŸ” Mendable - Embeddable chat powered search for your developer products,"February 27, 2023",Mendable.txt,
Orchid,https://orchid.health,Orchid â€“ The most efficient EHR for independent mental health professionals,"February 27, 2023",Orchid.txt,
Waveline,https://waveline.ai/,ğŸŒŠ Waveline - The fastest way to integrate AI into your business!,"February 27, 2023",Waveline.txt,
Wallbit Pay,https://wallbit.io,Wallbit: Neobank in the US for global remote workers,"February 27, 2023",Wallbit Pay.txt,
Warp,https://www.joinwarp.com/,Warp â€“ Modern payroll and compliance for startups,"February 27, 2023",Warp.txt,
Serial,https://www.serial.io/,Serial - Unify your manufacturing data,"February 27, 2023",Serial.txt,
Metal,https://getmetal.io/,Metal: Helping developers easily implement machine learning embeddings,"February 27, 2023",Metal.txt,
Dill,https://usedill.com/,ğŸŒ¿ Dill - Faster payments in foodservice distribution,"February 26, 2023",Dill.txt,
Kraftful,http://www.kraftful.com/,Kraftful â€“ ChatGPT for product research,"February 26, 2023",Kraftful.txt,
Resync,https://resync.ai,ğŸŸª Resync: Inbox Zero for PMs and Eng Managers who are feeling swamped,"February 26, 2023",Resync.txt,
Miracle,http://miracleml.com,Miracle - Speeding up clinical trials ğŸ’Š,"February 24, 2023",Miracle.txt,
SpeedyBrand,https://speedybrand.io,Speedy - Democratizing marketing to SMBs,"February 24, 2023",SpeedyBrand.txt,
Helicone,https://www.helicone.ai/,Helicone - Open-source observability platform for generative AI,"February 23, 2023",Helicone.txt,
Backdrop (previously Twig),https://www.joinbackdrop.com,"Backdrop (previously Twig) ğŸ¬: Global expense management for the film, TV, and music production industry ğŸš€","February 23, 2023",Backdrop (previously Twig).txt,
Truewind,https://www.truewind.ai/,â›µï¸ Truewind: AI-powered bookkeeping and finance software for startups,"February 23, 2023",Truewind.txt,
Codeparrot,https://www.codeparrot.ai/,CodeParrot ğŸ¦œ - Automate API Testing using production traffic,"February 23, 2023",Codeparrot.txt,
Pierre,https://heypierre.app,Pierre - A new way to review code,"February 23, 2023",Pierre.txt,
Automat (formerly lasso),https://www.runautomat.com/,Automat (formerly Lasso) ğŸ¤  - Robotic process automation for Chrome using ChatGPT and computer vision,"February 23, 2023",Automat (formerly lasso).txt,
Marble,https://www.rentmarble.com,ğŸ  Marble â€” An automated property manager for $50/mo,"February 23, 2023",Marble.txt,
Noya Software,https://noya.io,"ğŸ§‘â€ğŸ’» Noya - Draw wireframes, get designs & code","February 23, 2023",Noya Software.txt,
Bujeti,https://www.bujeti.com,ğŸ’³ğŸ“ˆ Bujeti - Corporate cards and expense management platform for African businesses,"February 23, 2023",Bujeti.txt,
Trigger.dev,https://trigger.dev,âœ¨ Trigger.dev: The developer-first open source Zapier alternative,"February 23, 2023",Trigger.dev.txt,
Infisical,https://infisical.com,ğŸ’š Infisical - The open source secrets manager for developers,"February 23, 2023",Infisical.txt,
Finni Health,https://www.finnihealth.com/,Finni Health - Platform for autism care providers ğŸ¦Š,"February 23, 2023",Finni Health.txt,
qoohoo,https://qoohoo.in/,qoohoo - monetize your audience across all platforms,"February 23, 2023",qoohoo.txt,
Mirrorful,https://www.mirrorful.com/,ğŸš€ Mirrorful - Create the building blocks for fast frontend development,"February 23, 2023",Mirrorful.txt,
Sled,https://getdot.ai,ğŸ¦Š Dot - Chat with your data warehouse,"February 23, 2023",Sled.txt,
Resend,https://resend.com,Resend - Email API for developers,"February 23, 2023",Resend.txt,
Fabra,https://www.fabra.io,Fabra: Easily integrate with your customer's data warehouse,"February 22, 2023",Fabra.txt,
coil,http://www.trycoil.com,coil - cut fees & kill churn with seamless bank payments ğŸš«ğŸ’³,"February 22, 2023",coil.txt,
Buildt,http://www.buildt.ai,Buildt: LLM powered codebase search and multi-file code generation,"February 22, 2023",Buildt.txt,
Booth AI,https://booth.ai,Booth.ai - Easy product photography with Generative AI,"February 22, 2023",Booth AI.txt,
Blyss,https://blyss.dev/,Blyss - the SDK for privacy.,"February 22, 2023",Blyss.txt,
Onu,https://joinonu.com,Onu - Turn scripts into internal tools without doing any frontend work,"February 22, 2023",Onu.txt,
Lavo Life Sciences,https://www.lavo.ai/,âš›ï¸ Lavo Life Sciences - Computer simulations of drug molecules,"February 22, 2023",Lavo Life Sciences.txt,
Bluebirds,https://www.bluebirds.ai,Bluebirds - Resell to past customers who switched jobs,"February 22, 2023",Bluebirds.txt,
Byterat,https://www.byterat.io,Byterat: Data infra for battery R&D and production,"February 22, 2023",Byterat.txt,
Koywe,https://koywe.com,Koywe - The on and off ramp for crypto in Latam,"February 22, 2023",Koywe.txt,
Clad,https://withclad.com/,Clad - Software to manage telecom subcontractors,"February 22, 2023",Clad.txt,
Second,https://www.second.dev,ğŸ‘¥ Second â€“ The second developer bot you've always wanted,"February 22, 2023",Second.txt,
SpecCheck,https://www.speccheckrx.com/,ğŸ‘“ SpecCheck - Unifying how the optical industry does business,"February 21, 2023",SpecCheck.txt,
Chart,https://getcharteditor.com,âš¡ Chart - Lightning-fast inference servers in your cloud,"February 21, 2023",Chart.txt,
OfOne,https://www.of.one,ğŸ¤– ğŸŒ® OfOne - Automating order taking at fast food drive-thrus,"February 21, 2023",OfOne.txt,
TorMagnus Pharmaceuticals,https://www.tormagnuspharmaceuticals.com/,TorMagnus - Finding better treatments for Parkinsonâ€™s disease,"February 21, 2023",TorMagnus Pharmaceuticals.txt,
Escape,https://escape.tech,ğŸ›¡ Escape - Secure your GraphQL APIs,"February 21, 2023",Escape.txt,
Fondo,http://tryfondo.com,âœ… Fondo - $1 Delaware Franchise Tax (due in 9 days),"February 21, 2023",Fondo.txt,
moonrepo,https://moonrepo.dev,ğŸŒ‘ moonrepo - Simplifying codebase management and organization,"February 21, 2023",moonrepo.txt,
Mercoa,http://mercoa.com,Mercoa: The accounts payable & BillPay API for B2B fintechs,"February 21, 2023",Mercoa.txt,
GoodCourse,https://www.goodcourse.co,GoodCourse - Compliance training for modern teams,"February 20, 2023",GoodCourse.txt,
Questa,https://www.questadata.com,Questa â€“ Just ask your data warehouse!,"February 20, 2023",Questa.txt,
Pigeon,https://www.pigeondocuments.com/,"ğŸ¦ Pigeon - Document collection made easy, organized and secure","February 20, 2023",Pigeon.txt,
PoplarML,http://poplarml.com,ğŸŒ³ PoplarML â€“ Deploy machine learning models with one command,"February 20, 2023",PoplarML.txt,
JustPaid.io,https://www.justpaid.io,JustPaid.io (Loopfour) - Spend confidently with smart financial tools,"February 20, 2023",JustPaid.io.txt,
Decoherence,https://decoherence.co,â–¶ï¸ Decoherence: Create video with prompts,"February 17, 2023",Decoherence.txt,
Fabius,https://fabius.io,ğŸ“ˆ Fabius - Unlock the power of your sales process and drive urgency to win more deals,"February 16, 2023",Fabius.txt,
rift,https://getrift.com,"ğŸ“® rift â€” Close more deals, without landing in spam","February 16, 2023",rift.txt,
Tennr,https://www.tennr.com,Tennr â€“ Custom Large Language models without engineering.,"February 16, 2023",Tennr.txt,
Versori,https://www.versori.com/,Versori - System & data integration platform,"February 16, 2023",Versori.txt,
Defer,https://www.defer.run,Defer: A zero-infrastructure platform for Node.js background jobs,"February 16, 2023",Defer.txt,
Axolo,https://axolo.co,ğŸ¦ GitLab Integrations: The store to find your next GitLab app,"February 16, 2023",Axolo.txt,
Flasho,https://flasho.io/,Flasho: Open source customer notifications for developers,"February 16, 2023",Flasho.txt,
Type,https://type.ai,Type â€“ an AI-first document editor,"February 15, 2023",Type.txt,
Wild Moose,https://wildmoose.ai,ğŸ”¥ Wild Moose: Solve production incidents faster with Gen AI,"February 15, 2023",Wild Moose.txt,
Anarchy,https://anarchy.ai,Anarchy ğŸ§ª - LLM infrastructure for building conversational applications ğŸ—ï¸,"February 14, 2023",Anarchy.txt,
Outerbase,https://www.outerbase.com,ğŸ‘¾ Outerbase â€“ Interface for your database,"February 14, 2023",Outerbase.txt,
Linum,https://www.linum.ai/,ğŸ¥ Linum - Midjourney for video,"February 14, 2023",Linum.txt,
OpenSight,https://www.opensight.ai,OpenSight - Automate your customer support questions (and actions!),"February 14, 2023",OpenSight.txt,
clearspace,https://getclearspace.com,â—»ï¸ clearspace: eliminate compulsive phone use forever,"February 13, 2023",clearspace.txt,
Oto,https://www.joinoto.com,ğŸ‘‚ Oto: Get your life back from Tinnitus,"February 13, 2023",Oto.txt,
Meticulous,https://www.meticulous.ai,Meticulous: AI to catch UI bugs without writing or maintaining tests,"February 13, 2023",Meticulous.txt,
Persist AI,http://www.persist-ai.com,Persist - We build long-lasting drugs 50% faster ğŸ’Š,"February 13, 2023",Persist AI.txt,
Fern,https://www.buildwithfern.com,Fern - SDKs and documentation for your API âš¡,"February 10, 2023",Fern.txt,
Arroyo,https://www.arroyo.dev,Arroyo - Serverless stream processing,"February 09, 2023",Arroyo.txt,
Pando Bioscience,,Pando Bioscience: Innovating drug discovery,"February 09, 2023",Pando Bioscience.txt,
OpenMeter,https://openmeter.io,Tailfin - Maximize revenue with usage-based pricing,"February 09, 2023",OpenMeter.txt,
UpTrain AI,https://uptrain.ai/,UpTrain - Open-source tool to observe your ML models âš™ï¸ ğŸ”§,"February 09, 2023",UpTrain AI.txt,
EdgeBit,https://edgebit.io,EdgeBit - Secure your software supply chain,"February 08, 2023",EdgeBit.txt,
LaunchFlow,https://launchflow.com/,"LaunchFlow - Design, develop, deploy in VSCode","February 08, 2023",LaunchFlow.txt,
Drip,https://dripapp.com.br/,Drip - Shop and pay in installments anywhere,"February 08, 2023",Drip.txt,
Map3,https://map3.xyz,ğŸ’¸ Map3 â€” Supercharge crypto deposits,"February 08, 2023",Map3.txt,
Apollo Group,http://www.apollo-group.io,Apollo -- AI lab focused on emerging markets,"February 08, 2023",Apollo Group.txt,
Rubber Ducky Labs,https://www.rubberduckylabs.io/,Rubber Ducky Labs: Stop recommending ski jackets in June,"February 07, 2023",Rubber Ducky Labs.txt,
Blocksfabrik,https://www.blocksfabrik.com/,{ğŸŸ¦} Blocksfabrik: Create your own design system without all the work,"February 07, 2023",Blocksfabrik.txt,
Kivo Health,https://kivohealth.com,Kivo Health - Telehealth lung rehab,"February 06, 2023",Kivo Health.txt,
Vector,https://vector.co,Vector: Unlock the value of your customer conversations,"February 06, 2023",Vector.txt,
CodeComplete,https://codecomplete.ai,CodeComplete - GitHub Copilot for Enterprise,"February 06, 2023",CodeComplete.txt,
highlight.io,https://www.highlight.io/,highlight.io - Open-source session replay & error monitoring,"February 02, 2023",highlight.io.txt,
pyq,https://www.pyqai.com,âš¡ Pyq - Easy AI integration into applications,"February 02, 2023",pyq.txt,
Whalesync,https://www.whalesync.com,Whalesync - 2-way sync your no-code tools,"February 01, 2023",Whalesync.txt,
BidSight,https://bidsight.io/,BidSight ğŸ—ï¸ - Modernizing pre-construction for CRE developers,"February 01, 2023",BidSight.txt,
Adventris Pharmaceuticals,https://adventris.com,Adventris Pharmaceuticals - We make cancer vaccines!,"January 31, 2023",Adventris Pharmaceuticals.txt,
NuCypher,https://www.nucypher.com/,tBTC ğŸ’¸ The truly decentralized bridge between Bitcoin and Ethereum,"January 31, 2023",NuCypher.txt,
Modulari-T,https://modularit.bio,ğŸš€ Modulari-T ğŸ§¬ Unleash the full power of the immune system,"January 31, 2023",Modulari-T.txt,
Vitalize Care,https://vitalizecare.co,Vitalize Care ğŸ’œÂ Improving the mental health of healthcare professionals,"January 30, 2023",Vitalize Care.txt,
Quazel,https://quazel.com,Quazel - Talk your way to fluency,"January 30, 2023",Quazel.txt,
BabylonAI,https://babylonai.dev,Babylog: A lightweight open-source logging library for computer vision,"January 30, 2023",BabylonAI.txt,
Welcome,http://www.experiencewelcome.com,Welcome: A webinar platform designed to drive revenue,"January 30, 2023",Welcome.txt,
Invopop,https://www.invopop.com/,Invopop - Global sales tax compliance with a single integration,"January 29, 2023",Invopop.txt,
Trellus,https://www.trellus.ai,Trellus - real-time sales AI coach for cold calls,"January 29, 2023",Trellus.txt,
Meru,https://usemeru.com,Meru - Bring generative content to your application,"January 27, 2023",Meru.txt,
GradientJ,https://www.gradientj.com,GradientJ - Build and manage GPT3 ğŸ¤– applications at scale,"January 26, 2023",GradientJ.txt,
Glass Health,http://glass.health,Glass Health â€” Frictionless software for learning and practicing medicine ğŸ©º,"January 25, 2023",Glass Health.txt,
Middleware,https://www.middleware.io,"ğŸš€ Middleware ğŸ“Š : A unified observability platform for cloud native, microservices and distributed apps","January 25, 2023",Middleware.txt,
Keeling Labs,http://keelinglabs.com,Keeling Labs: Applied AI for batteries in the grid,"January 25, 2023",Keeling Labs.txt,
Activepieces,https://www.activepieces.com,Activepieces â€“ Open source alternative to Zapier,"January 24, 2023",Activepieces.txt,
Drift Bio,https://driftbio.com,Drift Bio: The operating system for life sciences data,"January 24, 2023",Drift Bio.txt,
OutSail Shipping,https://www.outsailshipping.com/,OutSail Shipping - Sustainable wind-powered container ships,"January 23, 2023",OutSail Shipping.txt,
8vdX,http://www.8vdx.com,8vdX - Extend your seed extension with a â€˜seedex boosterâ€™ of up to $1M,"January 23, 2023",8vdX.txt,
SigNoz,https://signoz.io,"SigNoz - Open source alternative to DataDog, New Relic","January 23, 2023",SigNoz.txt,
FlexDesk,https://www.flexdesk.com/,FlexDesk - Booking engine for coworking space,"January 22, 2023",FlexDesk.txt,
PlusIdentity,https://www.plusidentity.com,PlusPassword - Share passwords without revealing them,"January 22, 2023",PlusIdentity.txt,
Turntable,https://www.turntable.so,Turntable - Transform data at warp speed,"January 20, 2023",Turntable.txt,
Magik,https://magiklabs.app,Magik - Global Fiat â†’ Crypto OnRamp Aggregator,"January 20, 2023",Magik.txt,
Proglix,https://proglix.com/,Proglix - One stop shop for industrial raw material,"January 19, 2023",Proglix.txt,
Reflex,https://reflex.dev,Pynecone: Web apps in pure Python ğŸ,"January 19, 2023",Reflex.txt,
Mantys,https://www.mantys.io/,Mantys - Modern day business planning & analytics tool for SaaS startups! ğŸš€,"January 19, 2023",Mantys.txt,
Pier,http://www.pier-finance.com,Pier - The fastest way to ship your own loan products ğŸš€,"January 18, 2023",Pier.txt,
Viddy,https://www.viddyapp.io/,ğŸ›’ Viddy - Shoppable video experiences for e-commerce,"January 17, 2023",Viddy.txt,
Noloco,https://noloco.io,Noloco - Build internal tools for your team without code,"January 17, 2023",Noloco.txt,
EzDubs,http://www.ezdubs.ai,EzDubs - Real-time AI dubbing with voice preservation,"January 17, 2023",EzDubs.txt,
Rollstack,https://www.rollstack.io/,Rollstack - Automatically create and update your slides and documents! ğŸ¦¾,"January 16, 2023",Rollstack.txt,
Gluetrail,https://www.gluetrail.com,âœ¨ Gluetrail - Smart tables that trigger automated workflows,"January 13, 2023",Gluetrail.txt,
Scanbase,https://www.scanbase.com,"Scanbase API - Converting Diagnostic Tests to Results, Next Steps, and Treatment","January 13, 2023",Scanbase.txt,
Parsagon,https://parsagon.io,Parsagon - Geographic data for half the price,"January 12, 2023",Parsagon.txt,
Vellum,,Vocify - AI that tells you which feature to build next,"January 12, 2023",,
0pass,https://0pass.com,ğŸ›¡ï¸0pass - Stop phishing attacks,"January 12, 2023",0pass.txt,
Skill-lync,http://skill-lync.com,The Madras Content Company (TMCC),"January 11, 2023",Skill-lync.txt,
Vendah,https://vendah.com.br/,"Vendah - Sell products, make money ğŸ¤‘","January 11, 2023",Vendah.txt,
Littio,https://www.littio.co/,Littio ğŸš€ Dollar banking for Latin America,"January 10, 2023",Littio.txt,
Javelin Robotics,https://javelinrobotics.com,ğŸš› Javelin Robotics - Autonomous trucks helping drivers flourish,"January 10, 2023",Javelin Robotics.txt,
Sanvivo,http://www.sanvivo.eu,ğŸ“±ğŸ’ŠÂ Sanvivo - DoorDash for pharmacies,"January 10, 2023",Sanvivo.txt,
DealPage,https://www.dealpage.ai/,ğŸ½ï¸ Baseplate - Optimize your LLMâ€™s with Deeper Insights,"January 09, 2023",DealPage.txt,
Matano,https://www.matano.dev,Matano - Open source SIEM alternative for AWS,"January 08, 2023",Matano.txt,
Common Paper,https://commonpaper.com/,ğŸ“ƒ Common Paper - Faster sales with standard contracts & structured data ğŸ“ƒ,"January 05, 2023",Common Paper.txt,
Defog.ai,https://defog.ai,"Defog.ai - ChatGPT for data, embedded in your app","January 04, 2023",Defog.ai.txt,
Supercool,https://www.supercool.xyz/,Supercool: The easiest way to buy NFTs,"January 04, 2023",Supercool.txt,
Radical,https://www.radicalaero.com/,Radical âœˆï¸ Wireless connectivity from the stratosphere,"January 04, 2023",Radical.txt,
Koala,https://www.learnwithkoala.com,ğŸ¨ Learn with Koala,"January 04, 2023",Koala.txt,